mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	2	2/4	1/2	0	4	firstMeasure					2
2	2	2	2/4	1/2	0	4						3
3	3	2	2/4	1/2	0	4						4
4	4	2	2/4	1/2	0	4			double			5
5	5	2	2/4	1/2	0	3						6
6	6	2	2/4	1/2	0	3						7
7	7	2	2/4	1/2	0	3						8
8	8	2	2/4	1/2	0	3			double			9
9	9	2	2/4	1/2	0	4						10
10	10	2	2/4	1/2	0	3						11
11	11	2	2/4	1/2	0	4						12
12	12	2	2/4	1/2	0	3						13
13	13	2	2/4	1/2	0	4						14
14	14	2	2/4	1/2	0	4						15
15	15	2	2/4	1/2	0	4						16
16	16	2	2/4	1/2	0	4						17
17	17	2	2/4	1/2	0	4	lastMeasure		end			-1
